Retailer,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Apparel,65,81,5265,2211,0.42,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,60,145,8700,5829,0.67,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,55,90,4950,2475,0.5,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,51,59,3009,1505,0.5,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,51,44,2244,1189,0.53,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Apparel,64,60,3840,1843,0.48,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Apparel,64,98,6272,2634,0.42,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,60,158,9480,6257,0.66,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,54,75,4050,1904,0.47,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,54,61,3294,1812,0.55,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,53,58,3074,1660,0.54,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Apparel,61,46,2806,1291,0.46,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Apparel,64,95,6080,2614,0.43,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,62,143,8866,5320,0.6,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,48,80,3840,1536,0.4,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,41,50,2050,923,0.45,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,41,53,2173,1021,0.47,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Apparel,50,36,1800,810,0.45,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Apparel,55,61,3355,1342,0.4,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,55,104,5720,3546,0.62,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,47,63,2961,1244,0.42,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,48,34,1632,734,0.45,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,48,29,1392,626,0.45,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Apparel,56,27,1512,650,0.43,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Apparel,60,63,3780,1474,0.39,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,66,113,7458,4848,0.65,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,55,60,3300,1551,0.47,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,55,55,3025,1603,0.53,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,56,44,2464,1257,0.51,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Apparel,64,42,2688,1290,0.48,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Apparel,71,65,4615,2031,0.44,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,67,124,8308,5733,0.69,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,55,69,3795,1708,0.45,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,55,65,3575,1895,0.53,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,57,53,3021,1601,0.53,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Mens Apparel,63,47,2961,1362,0.46,Online
Foot Locker,Northeast,Pennsylvania,Philadelphia,Womens Apparel,68,83,5644,2427,0.43,Online
West Gear,Northeast,Pennsylvania,Philadelphia,Mens Street Footwear,32,122,3904,1991,0.51,Online
West Gear,Northeast,Pennsylvania,Philadelphia,Mens Athletic Footwear,44,117,5148,1905,0.37,Online
West Gear,Northeast,Pennsylvania,Philadelphia,Womens Street Footwear,41,117,4797,2590,0.54,Online
West Gear,Northeast,Pennsylvania,Philadelphia,Womens Athletic Footwear,43,87,3741,1871,0.5,Online
West Gear,West,Nevada,Las Vegas,Mens Apparel,47,70,3290,2139,0.65,Online
West Gear,West,Nevada,Las Vegas,Womens Apparel,41,128,5248,1574,0.3,Online
West Gear,West,Nevada,Las Vegas,Mens Street Footwear,34,158,5372,2686,0.5,Online
West Gear,West,Nevada,Las Vegas,Mens Athletic Footwear,43,128,5504,2202,0.4,Online
West Gear,West,Nevada,Las Vegas,Womens Street Footwear,41,119,4879,2586,0.53,Online
West Gear,West,Nevada,Las Vegas,Womens Athletic Footwear,44,74,3256,1498,0.46,Online
West Gear,West,Nevada,Las Vegas,Mens Apparel,46,52,2392,1674,0.7,Online
West Gear,West,Nevada,Las Vegas,Womens Apparel,41,116,4756,1617,0.34,Online
West Gear,West,Nevada,Las Vegas,Mens Street Footwear,43,160,6880,3784,0.55,Online
West Gear,West,Nevada,Las Vegas,Mens Athletic Footwear,50,120,6000,2400,0.4,Online
West Gear,West,Nevada,Las Vegas,Womens Street Footwear,52,104,5408,2866,0.53,Online
West Gear,West,Nevada,Las Vegas,Womens Athletic Footwear,50,84,4200,1974,0.47,Online
West Gear,West,Nevada,Las Vegas,Mens Apparel,55,47,2585,1810,0.7,Online
West Gear,West,Nevada,Las Vegas,Womens Apparel,54,94,5076,1726,0.34,Online
West Gear,West,Nevada,Las Vegas,Mens Street Footwear,58,143,8294,4230,0.51,Online
West Gear,West,Nevada,Las Vegas,Mens Athletic Footwear,62,102,6324,2403,0.38,Online
West Gear,West,Nevada,Las Vegas,Womens Street Footwear,61,120,7320,3880,0.53,Online
West Gear,West,Nevada,Las Vegas,Womens Athletic Footwear,59,75,4425,2036,0.46,Online
West Gear,West,Nevada,Las Vegas,Mens Apparel,63,52,3276,2162,0.66,Online
West Gear,West,Nevada,Las Vegas,Womens Apparel,78,95,7410,2519,0.34,Online
West Gear,West,Nevada,Las Vegas,Mens Street Footwear,58,149,8642,5012,0.58,Online
West Gear,West,Nevada,Las Vegas,Mens Athletic Footwear,60,104,6240,2683,0.43,Online
West Gear,West,Nevada,Las Vegas,Womens Street Footwear,63,116,7308,4166,0.57,Online
West Gear,West,Nevada,Las Vegas,Womens Athletic Footwear,57,90,5130,2565,0.5,Online
West Gear,West,Nevada,Las Vegas,Mens Apparel,60,60,3600,2520,0.7,Online
West Gear,West,Nevada,Las Vegas,Womens Apparel,78,131,10218,3576,0.35,Online
West Gear,West,Nevada,Las Vegas,Mens Street Footwear,56,189,10584,6033,0.57,Online
West Gear,West,Nevada,Las Vegas,Mens Athletic Footwear,62,165,10230,4194,0.41,Online
West Gear,West,Nevada,Las Vegas,Womens Street Footwear,62,165,10230,6036,0.59,Online
West Gear,West,Nevada,Las Vegas,Womens Athletic Footwear,58,111,6438,3283,0.51,Online
West Gear,West,Nevada,Las Vegas,Mens Apparel,59,81,4779,3536,0.74,Online
West Gear,West,Nevada,Las Vegas,Womens Apparel,73,174,12702,5081,0.4,Online
West Gear,West,Nevada,Las Vegas,Mens Street Footwear,58,218,12644,6701,0.53,Online
West Gear,West,Nevada,Las Vegas,Mens Athletic Footwear,61,174,10614,3821,0.36,Online
West Gear,West,Nevada,Las Vegas,Womens Street Footwear,61,143,8723,4623,0.53,Online
West Gear,West,Nevada,Las Vegas,Womens Athletic Footwear,55,117,6435,3153,0.49,Online
West Gear,West,Nevada,Las Vegas,Mens Apparel,60,130,7800,5460,0.7,Online
West Gear,West,Nevada,Las Vegas,Womens Apparel,78,145,11310,3393,0.3,Online
West Gear,West,Nevada,Las Vegas,Mens Street Footwear,62,210,13020,6901,0.53,Online
West Gear,West,Nevada,Las Vegas,Mens Athletic Footwear,64,182,11648,4543,0.39,Online
West Gear,West,Nevada,Las Vegas,Womens Street Footwear,60,152,9120,4742,0.52,Online
West Gear,West,Nevada,Las Vegas,Womens Athletic Footwear,64,124,7936,3730,0.47,Online
West Gear,West,Nevada,Las Vegas,Mens Apparel,68,138,9384,6381,0.68,Online
West Gear,West,Nevada,Las Vegas,Womens Apparel,78,108,8424,2864,0.34,Online
West Gear,West,Nevada,Las Vegas,Mens Street Footwear,56,174,9744,4677,0.48,Online
West Gear,West,Nevada,Las Vegas,Mens Athletic Footwear,61,162,9882,3360,0.34,Online
West Gear,West,Nevada,Las Vegas,Womens Street Footwear,57,117,6669,3335,0.5,Online
West Gear,West,Nevada,Las Vegas,Womens Athletic Footwear,58,112,6496,2858,0.44,Online
West Gear,West,Nevada,Las Vegas,Mens Apparel,67,120,8040,4904,0.61,Online
West Gear,West,Nevada,Las Vegas,Womens Apparel,74,113,8362,2509,0.3,Online
West Gear,West,Nevada,Las Vegas,Mens Street Footwear,56,138,7728,3787,0.49,Online
West Gear,West,Nevada,Las Vegas,Mens Athletic Footwear,59,165,9735,3407,0.35,Online
West Gear,West,Nevada,Las Vegas,Womens Street Footwear,54,109,5886,2649,0.45,Online
West Gear,West,Nevada,Las Vegas,Womens Athletic Footwear,54,105,5670,2381,0.42,Online
West Gear,West,Nevada,Las Vegas,Mens Apparel,63,81,5103,3113,0.61,Online
West Gear,West,Nevada,Las Vegas,Womens Apparel,68,94,6392,1598,0.25,Online
West Gear,West,Nevada,Las Vegas,Mens Street Footwear,57,155,8835,4241,0.48,Online
West Gear,West,Nevada,Las Vegas,Mens Athletic Footwear,64,150,9600,3264,0.34,Online
West Gear,West,Nevada,Las Vegas,Womens Street Footwear,55,106,5830,2682,0.46,Online
West Gear,West,Nevada,Las Vegas,Womens Athletic Footwear,56,108,6048,2480,0.41,Online
West Gear,West,Nevada,Las Vegas,Mens Apparel,64,88,5632,3604,0.64,Online
West Gear,West,Nevada,Las Vegas,Womens Apparel,68,133,9044,2351,0.26,Online
West Gear,West,Nevada,Las Vegas,Mens Street Footwear,58,196,11368,5343,0.47,Online
West Gear,West,Nevada,Las Vegas,Mens Athletic Footwear,62,189,11718,3984,0.34,Online
West Gear,West,Nevada,Las Vegas,Womens Street Footwear,59,119,7021,3300,0.47,Online
West Gear,West,Nevada,Las Vegas,Womens Athletic Footwear,57,133,7581,3336,0.44,Online
West Gear,West,Nevada,Las Vegas,Mens Apparel,69,112,7728,4637,0.6,Online
West Gear,West,Nevada,Las Vegas,Womens Apparel,74,150,11100,2997,0.27,Online
West Gear,West,Nevada,Las Vegas,Mens Street Footwear,28,123,3444,1722,0.5,Online
West Gear,West,Nevada,Las Vegas,Mens Athletic Footwear,38,123,4674,1542,0.33,Online
West Gear,West,Nevada,Las Vegas,Womens Street Footwear,39,115,4485,2063,0.46,Online
West Gear,West,Nevada,Las Vegas,Womens Athletic Footwear,38,72,2736,1231,0.45,Online
West Gear,West,Colorado,Denver,Mens Apparel,41,56,2296,1469,0.64,Online
West Gear,West,Colorado,Denver,Womens Apparel,37,128,4736,1231,0.26,Online
West Gear,West,Colorado,Denver,Mens Street Footwear,27,131,3537,1698,0.48,Online
West Gear,West,Colorado,Denver,Mens Athletic Footwear,38,111,4218,1265,0.3,Online
West Gear,West,Colorado,Denver,Womens Street Footwear,38,123,4674,2337,0.5,Online
West Gear,West,Colorado,Denver,Womens Athletic Footwear,36,72,2592,1166,0.45,Online
West Gear,West,Colorado,Denver,Mens Apparel,43,58,2494,1546,0.62,Online
West Gear,West,Colorado,Denver,Womens Apparel,37,116,4292,1159,0.27,Online
West Gear,West,Colorado,Denver,Mens Street Footwear,37,165,6105,2930,0.48,Online
West Gear,West,Colorado,Denver,Mens Athletic Footwear,48,112,5376,1828,0.34,Online
West Gear,West,Colorado,Denver,Womens Street Footwear,51,116,5916,2899,0.49,Online
West Gear,West,Colorado,Denver,Womens Athletic Footwear,51,90,4590,1974,0.43,Online
West Gear,West,Colorado,Denver,Mens Apparel,56,39,2184,1310,0.6,Online
West Gear,West,Colorado,Denver,Womens Apparel,52,95,4940,1433,0.29,Online
West Gear,West,Colorado,Denver,Mens Street Footwear,55,131,7205,3386,0.47,Online
West Gear,West,Colorado,Denver,Mens Athletic Footwear,59,94,5546,1941,0.35,Online
West Gear,West,Colorado,Denver,Womens Street Footwear,61,113,6893,3447,0.5,Online
West Gear,West,Colorado,Denver,Womens Athletic Footwear,56,74,4144,1782,0.43,Online
West Gear,West,Colorado,Denver,Mens Apparel,62,44,2728,1664,0.61,Online
West Gear,West,Colorado,Denver,Womens Apparel,72,98,7056,1764,0.25,Online
West Gear,West,Colorado,Denver,Mens Street Footwear,55,131,7205,4395,0.61,Online
West Gear,West,Colorado,Denver,Mens Athletic Footwear,60,105,6300,2898,0.46,Online
West Gear,West,Colorado,Denver,Womens Street Footwear,59,98,5782,3469,0.6,Online
West Gear,West,Colorado,Denver,Womens Athletic Footwear,58,69,4002,2361,0.59,Online
West Gear,West,Colorado,Denver,Mens Apparel,63,44,2772,2107,0.76,Online
West Gear,West,Colorado,Denver,Womens Apparel,74,133,9842,4232,0.43,Online
West Gear,West,Colorado,Denver,Mens Street Footwear,54,189,10206,6532,0.64,Online
West Gear,West,Colorado,Denver,Mens Athletic Footwear,59,144,8496,4248,0.5,Online
West Gear,West,Colorado,Denver,Womens Street Footwear,64,150,9600,6144,0.64,Online
West Gear,West,Colorado,Denver,Womens Athletic Footwear,62,135,8370,5022,0.6,Online
West Gear,West,Colorado,Denver,Mens Apparel,66,91,6006,4625,0.77,Online
West Gear,West,Colorado,Denver,Womens Apparel,83,181,15023,6460,0.43,Online
West Gear,West,Colorado,Denver,Mens Street Footwear,64,202,12928,7757,0.6,Online
West Gear,West,Colorado,Denver,Mens Athletic Footwear,67,188,12596,5038,0.4,Online
West Gear,West,Colorado,Denver,Womens Street Footwear,67,161,10787,5933,0.55,Online
West Gear,West,Colorado,Denver,Womens Athletic Footwear,61,143,8723,4536,0.52,Online
West Gear,West,Colorado,Denver,Mens Apparel,67,131,8777,6144,0.7,Online
West Gear,West,Colorado,Denver,Womens Apparel,78,137,10686,4274,0.4,Online
West Gear,West,Colorado,Denver,Mens Street Footwear,63,196,12348,7285,0.59,Online
West Gear,West,Colorado,Denver,Mens Athletic Footwear,73,189,13797,5795,0.42,Online
West Gear,West,Colorado,Denver,Womens Street Footwear,67,143,9581,5461,0.57,Online
West Gear,West,Colorado,Denver,Womens Athletic Footwear,63,135,8505,4593,0.54,Online
West Gear,West,Colorado,Denver,Mens Apparel,74,140,10360,7563,0.73,Online
West Gear,West,Colorado,Denver,Womens Apparel,74,100,7400,2590,0.35,Online
West Gear,West,Colorado,Denver,Mens Street Footwear,59,162,9558,5066,0.53,Online
West Gear,West,Colorado,Denver,Mens Athletic Footwear,69,168,11592,4173,0.36,Online
West Gear,West,Colorado,Denver,Womens Street Footwear,60,113,6780,3390,0.5,Online
West Gear,West,Colorado,Denver,Womens Athletic Footwear,59,100,5900,2832,0.48,Online
West Gear,West,Colorado,Denver,Mens Apparel,74,120,8880,6127,0.69,Online
West Gear,West,Colorado,Denver,Womens Apparel,65,106,6890,2136,0.31,Online
West Gear,West,Colorado,Denver,Mens Street Footwear,51,137,6987,3494,0.5,Online
West Gear,West,Colorado,Denver,Mens Athletic Footwear,54,152,8208,2873,0.35,Online
West Gear,West,Colorado,Denver,Womens Street Footwear,51,102,5202,2601,0.5,Online
West Gear,West,Colorado,Denver,Womens Athletic Footwear,53,85,4505,2072,0.46,Online
West Gear,West,Colorado,Denver,Mens Apparel,64,75,4800,3168,0.66,Online
West Gear,West,Colorado,Denver,Womens Apparel,65,105,6825,2048,0.3,Online
West Gear,West,Colorado,Denver,Mens Street Footwear,52,150,7800,4290,0.55,Online
West Gear,West,Colorado,Denver,Mens Athletic Footwear,55,150,8250,3053,0.37,Online
West Gear,West,Colorado,Denver,Womens Street Footwear,51,128,6528,3460,0.53,Online
West Gear,West,Colorado,Denver,Womens Athletic Footwear,60,116,6960,3341,0.48,Online
West Gear,West,Colorado,Denver,Mens Apparel,68,105,7140,4927,0.69,Online
West Gear,West,Colorado,Denver,Womens Apparel,73,130,9490,2942,0.31,Online
West Gear,West,Colorado,Denver,Mens Street Footwear,59,203,11977,6228,0.52,Online
West Gear,West,Colorado,Denver,Mens Athletic Footwear,64,182,11648,4426,0.38,Online
West Gear,West,Colorado,Denver,Womens Street Footwear,60,125,7500,4125,0.55,Online
West Gear,West,Colorado,Denver,Womens Athletic Footwear,63,125,7875,3544,0.45,Online
West Gear,West,Colorado,Denver,Mens Apparel,68,115,7820,5239,0.67,Online
West Gear,West,Colorado,Denver,Womens Apparel,75,137,10275,3391,0.33,Online
West Gear,West,Colorado,Denver,Mens Street Footwear,36,117,4212,1727,0.41,Online
West Gear,West,Colorado,Denver,Mens Athletic Footwear,48,131,6288,2515,0.4,Online
West Gear,West,Colorado,Denver,Womens Street Footwear,46,135,6210,2174,0.35,Online
West Gear,West,Colorado,Denver,Womens Athletic Footwear,49,78,3822,1567,0.41,Online
West Gear,West,Washington,Seattle,Mens Apparel,51,73,3723,1452,0.39,Online
West Gear,West,Washington,Seattle,Womens Apparel,46,125,5750,1783,0.31,Online
West Gear,West,Washington,Seattle,Mens Street Footwear,36,138,4968,2136,0.43,Online
West Gear,West,Washington,Seattle,Mens Athletic Footwear,47,131,6157,2401,0.39,Online
West Gear,West,Washington,Seattle,Womens Street Footwear,47,122,5734,2236,0.39,Online
West Gear,West,Washington,Seattle,Womens Athletic Footwear,48,87,4176,1754,0.42,Online
West Gear,West,Washington,Seattle,Mens Apparel,52,65,3380,1352,0.4,Online
West Gear,West,Washington,Seattle,Womens Apparel,46,123,5658,1754,0.31,Online
West Gear,West,Washington,Seattle,Mens Street Footwear,46,167,7682,3457,0.45,Online
West Gear,West,Washington,Seattle,Mens Athletic Footwear,58,115,6670,2401,0.36,Online
West Gear,West,Washington,Seattle,Womens Street Footwear,60,115,6900,2760,0.4,Online
West Gear,West,Washington,Seattle,Womens Athletic Footwear,64,85,5440,2285,0.42,Online
West Gear,West,Washington,Seattle,Mens Apparel,69,46,3174,1206,0.38,Online
West Gear,West,Washington,Seattle,Womens Apparel,62,105,6510,2213,0.34,Online
West Gear,West,Washington,Seattle,Mens Street Footwear,68,160,10880,4787,0.44,Online
West Gear,West,Washington,Seattle,Mens Athletic Footwear,71,88,6248,2437,0.39,Online
West Gear,West,Washington,Seattle,Womens Street Footwear,74,120,8880,3463,0.39,Online
West Gear,West,Washington,Seattle,Womens Athletic Footwear,55,90,4950,2079,0.42,Online
West Gear,West,Washington,Seattle,Mens Apparel,59,56,3304,1322,0.4,Online
West Gear,West,Washington,Seattle,Womens Apparel,78,88,6864,2196,0.32,Online
West Gear,West,Washington,Seattle,Mens Street Footwear,55,165,9075,3721,0.41,Online
West Gear,West,Washington,Seattle,Mens Athletic Footwear,60,108,6480,2462,0.38,Online
West Gear,West,Washington,Seattle,Womens Street Footwear,61,120,7320,2782,0.38,Online
West Gear,West,Washington,Seattle,Womens Athletic Footwear,59,90,5310,2336,0.44,Online
West Gear,West,Washington,Seattle,Mens Apparel,60,52,3120,1186,0.38,Online
West Gear,West,Washington,Seattle,Womens Apparel,75,125,9375,3094,0.33,Online
West Gear,West,Washington,Seattle,Mens Street Footwear,71,195,13845,5815,0.42,Online
West Gear,West,Washington,Seattle,Mens Athletic Footwear,74,188,13912,5147,0.37,Online
West Gear,West,Washington,Seattle,Womens Street Footwear,72,163,11736,4460,0.38,Online
West Gear,West,Washington,Seattle,Womens Athletic Footwear,75,125,9375,3750,0.4,Online
West Gear,West,Washington,Seattle,Mens Apparel,82,105,8610,3358,0.39,Online
West Gear,West,Washington,Seattle,Womens Apparel,98,182,17836,6064,0.34,Online
West Gear,West,Washington,Seattle,Mens Street Footwear,73,239,17447,6979,0.4,Online
West Gear,West,Washington,Seattle,Mens Athletic Footwear,82,182,14924,5373,0.36,Online
West Gear,West,Washington,Seattle,Womens Street Footwear,78,175,13650,4778,0.35,Online
West Gear,West,Washington,Seattle,Womens Athletic Footwear,78,137,10686,4381,0.41,Online
West Gear,West,Washington,Seattle,Mens Apparel,77,144,11088,3881,0.35,Online
West Gear,West,Washington,Seattle,Womens Apparel,95,155,14725,5154,0.35,Online
West Gear,West,Washington,Seattle,Mens Street Footwear,80,217,17360,7812,0.45,Online
West Gear,West,Washington,Seattle,Mens Athletic Footwear,77,210,16170,6306,0.39,Online
West Gear,West,Washington,Seattle,Womens Street Footwear,73,163,11899,4165,0.35,Online
West Gear,West,Washington,Seattle,Womens Athletic Footwear,74,155,11470,5047,0.44,Online
West Gear,West,Washington,Seattle,Mens Apparel,71,155,11005,4292,0.39,Online
West Gear,West,Washington,Seattle,Womens Apparel,76,108,8208,2709,0.33,Online
West Gear,West,Washington,Seattle,Mens Street Footwear,64,156,9984,4093,0.41,Online
West Gear,West,Washington,Seattle,Mens Athletic Footwear,71,174,12354,4324,0.35,Online
West Gear,West,Washington,Seattle,Womens Street Footwear,63,135,8505,3147,0.37,Online
West Gear,West,Washington,Seattle,Womens Athletic Footwear,67,112,7504,3002,0.4,Online
West Gear,West,Washington,Seattle,Mens Apparel,72,111,7992,3197,0.4,Online
West Gear,West,Washington,Seattle,Womens Apparel,62,113,7006,2452,0.35,Online
West Gear,West,Washington,Seattle,Mens Street Footwear,58,149,8642,3457,0.4,Online
West Gear,West,Washington,Seattle,Mens Athletic Footwear,64,138,8832,3268,0.37,Online
West Gear,West,Washington,Seattle,Womens Street Footwear,56,113,6328,2278,0.36,Online
West Gear,West,Washington,Seattle,Womens Athletic Footwear,58,98,5684,2501,0.44,Online
West Gear,West,Washington,Seattle,Mens Apparel,69,94,6486,2270,0.35,Online
West Gear,West,Washington,Seattle,Womens Apparel,71,101,7171,2510,0.35,Online
West Gear,West,Washington,Seattle,Mens Street Footwear,54,162,8748,3849,0.44,Online
West Gear,West,Washington,Seattle,Mens Athletic Footwear,60,188,11280,4174,0.37,Online
West Gear,West,Washington,Seattle,Womens Street Footwear,54,124,6696,2478,0.37,Online
West Gear,West,Washington,Seattle,Womens Athletic Footwear,69,117,8073,3471,0.43,Online
West Gear,West,Washington,Seattle,Mens Apparel,85,115,9775,3910,0.4,Online
West Gear,West,Washington,Seattle,Womens Apparel,88,138,12144,3765,0.31,Online
West Gear,West,Washington,Seattle,Mens Street Footwear,78,188,14664,5866,0.4,Online
West Gear,West,Washington,Seattle,Mens Athletic Footwear,77,195,15015,5706,0.38,Online
West Gear,West,Washington,Seattle,Womens Street Footwear,73,138,10074,3929,0.39,Online
West Gear,West,Washington,Seattle,Womens Athletic Footwear,76,138,10488,4510,0.43,Online
West Gear,West,Washington,Seattle,Mens Apparel,82,133,10906,4144,0.38,Online
West Gear,West,Washington,Seattle,Womens Apparel,86,150,12900,4386,0.34,Online
Foot Locker,West,Washington,Seattle,Mens Street Footwear,44,273,12012,6607,0.55,Online
Foot Locker,West,Washington,Seattle,Mens Athletic Footwear,41,221,9061,4440,0.49,Online
Foot Locker,West,Washington,Seattle,Womens Street Footwear,34,230,7820,3050,0.39,Online
Foot Locker,West,Washington,Seattle,Womens Athletic Footwear,38,175,6650,2660,0.4,Online
Foot Locker,Southeast,Florida,Miami,Mens Apparel,50,195,9750,4875,0.5,Online
Foot Locker,Southeast,Florida,Miami,Womens Apparel,41,247,10127,6279,0.62,Online
Foot Locker,Southeast,Florida,Miami,Mens Street Footwear,43,319,13717,7819,0.57,Online
Foot Locker,Southeast,Florida,Miami,Mens Athletic Footwear,43,195,8385,4109,0.49,Online
Foot Locker,Southeast,Florida,Miami,Womens Street Footwear,32,240,7680,2918,0.38,Online
West Gear,Southeast,Florida,Miami,Womens Athletic Footwear,38,169,6422,2826,0.44,Online
Foot Locker,Southeast,Florida,Miami,Mens Apparel,53,218,11554,5546,0.48,Online
Foot Locker,Southeast,Florida,Miami,Womens Apparel,41,221,9061,5890,0.65,Online
Foot Locker,Southeast,Florida,Miami,Mens Street Footwear,41,268,10988,6593,0.6,Online
Foot Locker,Southeast,Florida,Miami,Mens Athletic Footwear,42,225,9450,4536,0.48,Online
Foot Locker,Southeast,Florida,Miami,Womens Street Footwear,32,217,6944,2430,0.35,Online
Foot Locker,Southeast,Florida,Miami,Womens Athletic Footwear,36,175,6300,2520,0.4,Online
Foot Locker,Southeast,Florida,Miami,Mens Apparel,53,182,9646,4437,0.46,Online
Foot Locker,Southeast,Florida,Miami,Womens Apparel,42,225,9450,6048,0.64,Online
Foot Locker,Southeast,Florida,Miami,Mens Street Footwear,42,256,10752,6236,0.58,Online
Foot Locker,Southeast,Florida,Miami,Mens Athletic Footwear,41,210,8610,4305,0.5,Online
West Gear,Southeast,Florida,Miami,Womens Street Footwear,32,203,6496,2598,0.4,Online
West Gear,Southeast,Florida,Miami,Womens Athletic Footwear,38,189,7182,3232,0.45,Online
West Gear,Southeast,Florida,Miami,Mens Apparel,52,196,10192,4586,0.45,Online
West Gear,Southeast,Florida,Miami,Womens Apparel,44,208,9152,5491,0.6,Online
West Gear,Southeast,Florida,Miami,Mens Street Footwear,52,300,15600,8736,0.56,Online
West Gear,Southeast,Florida,Miami,Mens Athletic Footwear,54,194,10476,5238,0.5,Online
West Gear,Southeast,Florida,Miami,Womens Street Footwear,47,188,8836,3269,0.37,Online
West Gear,Southeast,Florida,Miami,Womens Athletic Footwear,49,175,8575,3687,0.43,Online
West Gear,Southeast,Florida,Miami,Mens Apparel,58,196,11368,5343,0.47,Online
West Gear,Southeast,Florida,Miami,Womens Apparel,64,248,15872,10158,0.64,Online
West Gear,Southeast,Florida,Miami,Mens Street Footwear,55,290,15950,9411,0.59,Online
West Gear,Southeast,Florida,Miami,Mens Athletic Footwear,54,206,11124,5451,0.49,Online
West Gear,Southeast,Florida,Miami,Womens Street Footwear,49,208,10192,3567,0.35,Online
West Gear,Southeast,Florida,Miami,Womens Athletic Footwear,47,217,10199,4080,0.4,Online
West Gear,Southeast,Florida,Miami,Mens Apparel,62,233,14446,7079,0.49,Online
West Gear,Southeast,Florida,Miami,Womens Apparel,63,259,16317,10606,0.65,Online
West Gear,Southeast,Florida,Miami,Mens Street Footwear,60,299,17940,10764,0.6,Online
West Gear,Southeast,Florida,Miami,Mens Athletic Footwear,57,225,12825,5900,0.46,Online
West Gear,Southeast,Florida,Miami,Womens Street Footwear,50,215,10750,3978,0.37,Online
West Gear,Southeast,Florida,Miami,Womens Athletic Footwear,53,233,12349,5310,0.43,Online
West Gear,Southeast,Florida,Miami,Mens Apparel,61,208,12688,6217,0.49,Online
West Gear,Southeast,Florida,Miami,Womens Apparel,67,244,16348,10626,0.65,Online
West Gear,Southeast,Florida,Miami,Mens Street Footwear,60,304,18240,10397,0.57,Online
West Gear,Southeast,Florida,Miami,Mens Athletic Footwear,55,252,13860,6237,0.45,Online
West Gear,Southeast,Florida,Miami,Womens Street Footwear,53,231,12243,4530,0.37,Online
Foot Locker,Southeast,Florida,Miami,Womens Athletic Footwear,44,233,10252,4101,0.4,Online
Foot Locker,Southeast,Florida,Miami,Mens Apparel,52,225,11700,5265,0.45,Online
Foot Locker,Southeast,Florida,Miami,Womens Apparel,56,278,15568,9496,0.61,Online
Foot Locker,Southeast,Florida,Miami,Mens Street Footwear,53,284,15052,8279,0.55,Online
Foot Locker,Southeast,Florida,Miami,Mens Athletic Footwear,46,255,11730,5279,0.45,Online
Sports Direct,Southeast,Florida,Miami,Womens Street Footwear,41,225,9225,3413,0.37,Online
Sports Direct,Southeast,Florida,Miami,Womens Athletic Footwear,42,210,8820,3793,0.43,Online
